Date,Delta_dir,Open_price,Close_price,Transaction
2017-12-26,0,21.588667,21.152666,no_trade
2017-12-27,0,21.066668,20.775999,no_trade
2017-12-28,1,20.783333,21.024,no_trade
2017-12-29,0,21.078667,20.756666,no_trade
2018-01-02,1,20.799999,21.368668,no_trade
2018-01-03,0,21.4,21.15,no_trade
2018-01-04,1,20.858,20.974667,no_trade
2018-01-05,0,21.108,21.105333,no_trade
2018-01-08,1,21.066668,22.427334,no_trade
2018-01-09,0,22.344,22.246,no_trade
2018-01-10,1,22.146667,22.32,no_trade
2018-01-11,1,22.349333,22.530001,no_trade
2018-01-12,0,22.575333,22.414667,no_trade
2018-01-16,1,22.502666,22.670668,no_trade
2018-01-17,1,22.698,23.143999,no_trade
2018-01-18,0,23.044666,22.971333,no_trade
2018-01-19,1,23.0,23.334667,no_trade
2018-01-22,1,23.293333,23.437332,no_trade
2018-01-23,0,24.0,23.519333,no_trade
2018-01-24,0,23.638666,23.059334,no_trade
2018-01-25,0,23.218,22.509333,no_trade
2018-01-26,1,22.766666,22.856667,no_trade
2018-01-29,1,22.656668,23.302,no_trade
2018-01-30,1,23.009333,23.054667,no_trade
2018-01-31,1,23.167334,23.620667,no_trade
2018-02-01,0,23.4,23.283333,no_trade
2018-02-02,0,23.229334,22.916668,no_trade
2018-02-05,0,22.531334,22.208668,no_trade
2018-02-06,1,21.680668,22.264668,no_trade
2018-02-07,1,22.599333,23.0,no_trade
2018-02-08,0,22.887333,21.015333,no_trade
2018-02-09,0,21.328667,20.694668,no_trade
2018-02-12,0,21.075333,21.048668,no_trade
2018-02-13,1,21.001333,21.577333,no_trade
2018-02-14,1,21.389334,21.487333,no_trade
2018-02-15,1,21.633333,22.271334,no_trade
2018-02-16,1,22.166668,22.365999,no_trade
2018-02-20,1,22.298,22.318001,no_trade
2018-02-21,0,22.402,22.219999,no_trade
2018-02-22,1,22.368668,23.077999,no_trade
2018-02-23,1,23.188667,23.469999,no_trade
2018-02-26,1,23.566668,23.827999,no_trade
2018-02-27,0,23.75,23.399332,no_trade
2018-02-28,0,23.504667,22.870667,no_trade
2018-03-01,0,23.000668,22.062,no_trade
2018-03-02,1,21.798668,22.341333,no_trade
2018-03-05,1,22.159332,22.223333,no_trade
2018-03-06,0,22.25,21.879999,no_trade
2018-03-07,1,21.695999,22.153334,no_trade
2018-03-08,0,22.190666,21.940001,no_trade
2018-03-09,1,21.606667,21.811333,no_trade
2018-03-12,1,21.907333,23.034,no_trade
2018-03-13,1,21.907333,22.789333,no_trade
2018-03-14,0,22.450666,21.775333,no_trade
2018-03-15,0,21.958668,21.706667,no_trade
2018-03-16,0,21.528667,21.423332,no_trade
2018-03-19,0,21.1,20.903999,no_trade
2018-03-20,0,20.991333,20.703333,no_trade
2018-03-21,1,20.683332,21.101999,no_trade
2018-03-22,0,20.926001,20.606667,no_trade
2018-03-23,0,20.75,20.102667,no_trade
2018-03-26,0,20.489332,20.278667,no_trade
2018-03-27,0,20.266666,18.612,no_trade
2018-03-28,0,17.638666,17.185333,no_trade
2018-03-29,1,17.099333,17.742001,no_trade
2018-04-02,0,17.084,16.832001,no_trade
2018-04-03,0,17.988001,17.835333,no_trade
2018-04-04,1,16.851999,19.129333,no_trade
2018-04-05,1,19.289333,20.381332,no_trade
2018-04-06,0,20.066668,19.953333,no_trade
2018-04-09,0,20.024668,19.310667,no_trade
2018-04-10,1,19.931334,20.313334,no_trade
2018-04-11,1,20.049334,20.062,no_trade
2018-04-12,0,20.154667,19.605333,no_trade
2018-04-13,0,20.24,20.022667,no_trade
2018-04-16,0,19.933332,19.414,no_trade
2018-04-17,0,19.257999,19.179333,no_trade
2018-04-18,1,19.405333,19.556667,no_trade
2018-04-19,1,19.405333,20.005333,no_trade
2018-04-20,0,19.677999,19.349333,no_trade
2018-04-23,0,19.419333,18.891333,no_trade
2018-04-24,0,19.0,18.897333,no_trade
2018-04-25,0,18.9,18.712667,no_trade
2018-04-26,1,18.583332,19.032,no_trade
2018-04-27,1,19.024668,19.605333,no_trade
2018-04-30,1,19.573999,19.593332,no_trade
2018-05-01,1,19.567333,19.994667,no_trade
2018-05-02,1,19.904667,20.076668,no_trade
2018-05-03,1,18.586,18.963333,no_trade
2018-05-04,1,18.866667,19.606001,no_trade
2018-05-07,1,19.833332,20.184668,no_trade
2018-05-08,1,20.053333,20.131332,no_trade
2018-05-09,1,20.027332,20.456667,no_trade
2018-05-10,0,20.5,20.334667,no_trade
2018-05-11,0,20.513332,20.070667,no_trade
2018-05-14,0,20.221333,19.464666,no_trade
2018-05-15,0,19.000668,18.945333,no_trade
2018-05-16,1,18.922001,19.098667,no_trade
2018-05-17,0,19.059999,18.969334,no_trade
2018-05-18,0,18.976667,18.454666,no_trade
2018-05-21,1,18.755333,18.966,no_trade
2018-05-22,0,19.184,18.334,no_trade
2018-05-23,1,18.517332,18.604668,no_trade
2018-05-24,0,18.559999,18.523333,no_trade
2018-05-25,1,18.508667,18.59,no_trade
2018-05-29,1,18.567333,18.917334,no_trade
2018-05-30,1,18.886,19.448,no_trade
2018-05-31,0,19.147333,18.982,no_trade
2018-06-01,1,19.057333,19.454666,no_trade
2018-06-04,1,19.622667,19.782667,no_trade
2018-06-05,0,19.846666,19.408667,no_trade
2018-06-06,1,20.033333,21.299999,no_trade
2018-06-07,0,21.076668,21.072666,no_trade
2018-06-08,0,21.266666,21.177334,no_trade
2018-06-11,1,21.500668,22.139999,no_trade
2018-06-12,0,22.98,22.851334,no_trade
2018-06-13,0,23.114,22.985332,no_trade
2018-06-14,1,23.175333,23.848,no_trade
2018-06-15,1,23.589333,23.878,no_trade
2018-06-18,1,23.693333,24.722,no_trade
2018-06-19,0,24.344,23.503332,no_trade
2018-06-20,1,23.869333,24.148001,no_trade
2018-06-21,0,24.133333,23.167334,no_trade
2018-06-22,0,23.436001,22.242001,no_trade
2018-06-25,1,22.007999,22.200666,no_trade
2018-06-26,1,22.403334,22.799999,no_trade
2018-06-27,0,23.0,22.966667,no_trade
2018-06-28,1,23.243999,23.328667,no_trade
2018-06-29,0,23.555332,22.863333,no_trade
2018-07-02,0,24.004667,22.337999,no_trade
2018-07-03,0,22.116667,20.724001,no_trade
2018-07-05,0,20.917334,20.610666,no_trade
2018-07-06,1,20.33,20.593332,no_trade
2018-07-09,1,20.799334,21.233999,no_trade
2018-07-10,0,21.637333,21.497999,no_trade
2018-07-11,1,21.053333,21.264,no_trade
2018-07-12,0,21.428667,21.114,no_trade
2018-07-13,1,21.038668,21.257999,no_trade
2018-07-16,0,20.780666,20.673332,no_trade
2018-07-17,1,20.587334,21.512667,no_trade
2018-07-18,0,21.666668,21.59,no_trade
2018-07-19,1,21.088667,21.348667,no_trade
2018-07-20,0,21.415333,20.905333,no_trade
2018-07-23,1,20.122667,20.213333,no_trade
2018-07-24,0,20.294666,19.828667,no_trade
2018-07-25,1,19.782667,20.582666,no_trade
2018-07-26,1,20.323334,20.443333,no_trade
2018-07-27,0,20.483334,19.812,no_trade
2018-07-30,0,19.726667,19.344667,no_trade
2018-07-31,1,19.483334,19.875999,no_trade
2018-08-01,1,19.865999,20.056,no_trade
2018-08-02,1,21.896,23.302668,no_trade
2018-08-03,1,23.187332,23.211332,no_trade
2018-08-06,0,23.030666,22.799334,no_trade
2018-08-07,1,22.922667,25.304667,no_trade
2018-08-08,1,24.606001,24.689333,no_trade
2018-08-09,0,24.370001,23.496668,no_trade
2018-08-10,1,23.6,23.699333,no_trade
2018-08-13,0,24.075333,23.760668,no_trade
2018-08-14,0,23.896667,23.176001,no_trade
2018-08-15,0,22.794001,22.579332,no_trade
2018-08-16,0,22.660667,22.363333,no_trade
2018-08-17,0,21.566668,20.366667,no_trade
2018-08-20,1,19.446667,20.562668,no_trade
2018-08-21,1,20.707333,21.459999,no_trade
2018-08-22,1,21.391333,21.442667,no_trade
2018-08-23,1,21.275999,21.34,no_trade
2018-08-24,1,21.379999,21.521334,no_trade
2018-08-27,1,21.200001,21.284666,no_trade
2018-08-28,0,21.227333,20.790667,no_trade
2018-08-29,0,20.684668,20.334,no_trade
2018-08-30,1,20.150667,20.209999,no_trade
2018-08-31,0,20.133333,20.110666,no_trade
2018-09-04,0,19.796,19.263332,no_trade
2018-09-05,0,19.003332,18.716,no_trade
2018-09-06,0,18.986668,18.73,no_trade
2018-09-07,1,17.34,17.549334,no_trade
2018-09-10,1,18.217333,19.033333,no_trade
2018-09-11,0,18.631332,18.629333,no_trade
2018-09-12,1,18.762667,19.369333,no_trade
2018-09-13,1,19.201332,19.297333,no_trade
2018-09-14,1,19.250668,19.68,no_trade
2018-09-17,1,19.336,19.656,no_trade
2018-09-18,0,19.779333,18.997334,no_trade
2018-09-19,1,18.700666,19.934668,no_trade
2018-09-20,0,20.237333,19.888666,no_trade
2018-09-21,1,19.846666,19.940001,no_trade
2018-09-24,1,19.898666,19.978666,no_trade
2018-09-25,1,20.0,20.066,no_trade
2018-09-26,1,20.127333,20.638666,no_trade
2018-09-27,0,20.860001,20.501333,no_trade
2018-09-28,0,18.017332,17.651333,no_trade
2018-10-01,1,20.384666,20.713333,no_trade
2018-10-02,0,20.93,20.068001,no_trade
2018-10-03,0,20.222,19.653334,no_trade
2018-10-04,0,19.596666,18.788668,no_trade
2018-10-05,0,18.309999,17.463333,no_trade
2018-10-08,0,17.634666,16.704,no_trade
2018-10-09,1,17.016666,17.52,no_trade
2018-10-10,0,17.640667,17.125334,no_trade
2018-10-11,0,17.168667,16.815332,no_trade
2018-10-12,0,17.4,17.252001,no_trade
2018-10-15,1,17.270666,17.306,no_trade
2018-10-16,1,17.713333,18.439333,no_trade
2018-10-17,0,18.826668,18.118668,no_trade
2018-10-18,0,17.952667,17.594,no_trade
2018-10-19,0,17.826,17.333332,no_trade
2018-10-22,1,17.378668,17.396667,no_trade
2018-10-23,1,17.591333,19.609333,no_trade
2018-10-24,0,20.07,19.233334,no_trade
2018-10-25,0,21.148001,20.990667,no_trade
2018-10-26,1,20.549999,22.059999,no_trade
2018-10-29,0,22.497999,22.323334,no_trade
2018-10-30,1,21.892668,21.993334,no_trade
2018-10-31,1,22.169333,22.488001,no_trade
2018-11-01,1,22.550667,22.952,no_trade
2018-11-02,1,22.916,23.094,no_trade
2018-11-05,1,22.700001,22.76,no_trade
2018-11-06,1,22.604668,22.737333,no_trade
2018-11-07,1,22.889334,23.210667,no_trade
2018-11-08,1,23.233334,23.426666,no_trade
2018-11-09,1,23.266666,23.367332,no_trade
2018-11-12,0,23.224667,22.085333,no_trade
2018-11-13,1,22.210667,22.582001,no_trade
2018-11-14,1,22.846666,22.933332,no_trade
2018-11-15,1,22.822001,23.229334,no_trade
2018-11-16,1,23.012667,23.620667,no_trade
2018-11-19,0,23.756001,23.564667,no_trade
2018-11-20,1,22.783333,23.166,no_trade
2018-11-21,0,23.466667,22.546,no_trade
2018-11-23,0,22.290001,21.722,no_trade
2018-11-26,1,21.666668,23.066668,no_trade
2018-11-27,1,22.67,22.927999,no_trade
2018-11-28,1,23.066,23.191334,no_trade
2018-11-29,0,23.133333,22.744667,no_trade
2018-11-30,1,22.788668,23.365334,no_trade
2018-12-03,0,24.0,23.899332,no_trade
2018-12-04,1,23.736668,23.98,no_trade
2018-12-06,1,23.733999,24.204,no_trade
2018-12-07,0,24.6,23.864668,no_trade
2018-12-10,1,24.0,24.343332,no_trade
2018-12-11,0,24.660667,24.450666,no_trade
2018-12-12,0,24.628,24.440001,no_trade
2018-12-13,1,24.676666,25.119333,no_trade
2018-12-14,0,25.0,24.380667,no_trade
2018-12-17,0,24.133333,23.228001,no_trade
2018-12-18,0,23.369333,22.468666,no_trade
2018-12-19,0,22.506666,22.198,no_trade
2018-12-20,0,21.803333,21.025333,no_trade
2018-12-21,1,21.16,21.318001,no_trade
2018-12-24,0,20.9,19.692667,no_trade
2018-12-26,1,20.0,21.739332,no_trade
2018-12-27,0,21.322666,21.075333,no_trade
2018-12-28,1,21.540001,22.257999,no_trade
2018-12-31,0,22.519333,22.186666,no_trade
2019-01-02,1,20.406668,20.674667,no_trade
2019-01-03,0,20.466667,20.024,no_trade
2019-01-04,1,20.4,21.179333,no_trade
2019-01-07,1,21.448,22.330667,no_trade
2019-01-08,0,22.797333,22.356667,no_trade
2019-01-09,1,22.366667,22.568666,no_trade
2019-01-10,1,22.293333,22.997999,no_trade
2019-01-11,1,22.806,23.150667,no_trade
2019-01-14,0,22.825333,22.293333,no_trade
2019-01-15,1,22.333332,22.962,no_trade
2019-01-16,1,22.985332,23.07,no_trade
2019-01-17,1,23.080667,23.153999,no_trade
2019-01-18,0,21.533333,20.150667,no_trade
2019-01-22,0,20.321333,19.927999,no_trade
2019-01-23,0,19.5,19.172667,no_trade
2019-01-24,1,18.868668,19.434,no_trade
2019-01-25,1,19.625999,19.802668,no_trade
2019-01-28,1,19.527332,19.758667,no_trade
2019-01-29,1,19.684668,19.830667,no_trade
2019-01-30,1,20.030001,20.584667,no_trade
2019-01-31,1,20.066668,20.468,no_trade
2019-02-01,1,20.361334,20.813999,no_trade
2019-02-04,0,20.865334,20.859333,no_trade
2019-02-05,1,20.832666,21.423332,no_trade
2019-02-06,0,21.306,21.148001,no_trade
2019-02-07,0,20.886667,20.500668,no_trade
2019-02-08,0,20.455334,20.386667,no_trade
2019-02-11,1,20.773333,20.856001,no_trade
2019-02-12,0,21.08,20.787333,no_trade
2019-02-13,0,20.823334,20.544666,no_trade
2019-02-14,1,20.225332,20.251333,no_trade
2019-02-15,1,20.299999,20.525333,no_trade
2019-02-19,0,20.437332,20.375999,no_trade
2019-02-20,0,20.294001,20.170668,no_trade
2019-02-21,0,20.120667,19.415333,no_trade
2019-02-22,1,19.632668,19.647333,no_trade
2019-02-25,1,19.860666,19.917999,no_trade
2019-02-26,1,19.481333,19.857332,no_trade
2019-02-27,1,20.118668,20.982668,no_trade
2019-02-28,1,21.261333,21.325333,no_trade
2019-03-01,0,20.462667,19.652666,no_trade
2019-03-04,0,19.874666,19.024,no_trade
2019-03-05,0,18.799999,18.436001,no_trade
2019-03-06,0,18.431999,18.416,no_trade
2019-03-07,0,18.589333,18.439333,no_trade
2019-03-08,1,18.460667,18.942667,no_trade
2019-03-11,1,18.901333,19.394667,no_trade
2019-03-12,0,19.099333,18.890667,no_trade
2019-03-13,1,18.926666,19.264,no_trade
2019-03-14,0,19.496668,19.330667,no_trade
2019-03-15,0,18.900667,18.362,no_trade
2019-03-18,0,18.4,17.966,no_trade
2019-03-19,0,17.833332,17.831333,no_trade
2019-03-20,1,17.979334,18.24,no_trade
2019-03-21,1,18.173332,18.268,no_trade
2019-03-22,0,18.172001,17.635332,no_trade
2019-03-25,1,17.313999,17.361334,no_trade
2019-03-26,1,17.629333,17.851334,no_trade
2019-03-27,1,17.916668,18.322001,no_trade
2019-03-28,1,18.477333,18.574667,no_trade
2019-03-29,1,18.58,18.657333,no_trade
2019-04-01,1,18.841333,19.278667,no_trade
2019-04-02,0,19.219999,19.058666,no_trade
2019-04-03,1,19.154667,19.454,no_trade
2019-04-04,1,17.459333,17.851999,no_trade
2019-04-05,1,17.990667,18.330667,no_trade
2019-04-08,0,18.512667,18.213333,no_trade
2019-04-09,1,18.110001,18.153999,no_trade
2019-04-10,0,18.449333,18.403999,no_trade
2019-04-11,1,17.886667,17.894667,no_trade
2019-04-12,0,18.014668,17.846666,no_trade
2019-04-15,0,17.908667,17.758667,no_trade
2019-04-16,1,17.716667,18.224001,no_trade
2019-04-17,0,18.316668,18.082001,no_trade
2019-04-18,1,18.082001,18.217333,no_trade
2019-04-22,0,17.933332,17.516666,no_trade
2019-04-23,1,17.343332,17.593332,no_trade
2019-04-24,0,17.59,17.243999,no_trade
2019-04-25,0,17.0,16.508667,no_trade
2019-04-26,0,16.433332,15.676,no_trade
2019-04-29,1,15.724,16.098,no_trade
2019-04-30,0,16.137333,15.912667,no_trade
2019-05-01,0,15.923333,15.600667,no_trade
2019-05-02,0,16.368,16.273333,no_trade
2019-05-03,1,16.257334,17.002001,no_trade
2019-05-06,1,16.667999,17.022667,no_trade
2019-05-07,0,17.120001,16.470667,no_trade
2019-05-08,0,16.462667,16.322666,no_trade
2019-05-09,0,16.133333,16.132,no_trade
2019-05-10,0,15.983333,15.968,no_trade
2019-05-13,0,15.467333,15.134,no_trade
2019-05-14,1,15.286667,15.487333,no_trade
2019-05-15,1,15.288,15.463333,no_trade
2019-05-16,0,15.299333,15.222,no_trade
2019-05-17,0,14.797333,14.068667,no_trade
2019-05-20,1,13.52,13.690667,no_trade
2019-05-21,1,13.184,13.672,no_trade
2019-05-22,0,13.273333,12.848667,no_trade
2019-05-23,1,12.956,13.032667,no_trade
2019-05-24,0,13.322,12.708667,no_trade
2019-05-28,0,12.746667,12.58,no_trade
2019-05-29,1,12.473333,12.657333,no_trade
2019-05-30,0,12.583333,12.548,no_trade
2019-05-31,1,12.34,12.344,no_trade
2019-06-03,0,12.367333,11.931333,no_trade
2019-06-04,1,12.073333,12.906667,no_trade
2019-06-05,0,13.245333,13.106,no_trade
2019-06-06,1,13.629333,13.73,no_trade
2019-06-07,0,13.666667,13.633333,no_trade
2019-06-10,1,14.016667,14.192,no_trade
2019-06-11,0,14.609333,14.473333,no_trade
2019-06-12,0,14.863333,13.950667,no_trade
2019-06-13,1,14.025333,14.260667,no_trade
2019-06-14,1,14.083333,14.328,no_trade
2019-06-17,1,14.365333,15.002,no_trade
2019-06-18,0,15.248,14.982667,no_trade
2019-06-19,1,15.007333,15.095333,no_trade
2019-06-20,0,14.866667,14.641333,no_trade
2019-06-21,1,14.414667,14.790667,no_trade
2019-06-24,1,14.882667,14.909333,no_trade
2019-06-25,0,14.959333,14.650667,no_trade
2019-06-26,0,14.687333,14.618,no_trade
2019-06-27,1,14.63,14.856,no_trade
2019-06-28,1,14.732667,14.897333,no_trade
2019-07-01,0,15.347333,15.144667,no_trade
2019-07-02,0,15.259333,14.97,no_trade
2019-07-03,0,15.959333,15.66,no_trade
2019-07-05,0,15.638,15.54,no_trade
2019-07-08,0,15.416,15.356,no_trade
2019-07-09,1,15.264667,15.337333,no_trade
2019-07-10,1,15.61,15.928,no_trade
2019-07-11,1,15.876,15.906667,no_trade
2019-07-12,1,15.983333,16.338667,no_trade
2019-07-15,1,16.533333,16.9,no_trade
2019-07-16,1,16.620001,16.825333,no_trade
2019-07-17,0,17.044666,16.990667,no_trade
2019-07-18,0,17.003332,16.902666,no_trade
2019-07-19,1,17.046,17.212,no_trade
2019-07-22,0,17.25,17.045334,no_trade
2019-07-23,1,17.114,17.344667,no_trade
2019-07-24,1,17.278,17.658667,no_trade
2019-07-25,0,15.566667,15.254667,no_trade
2019-07-26,1,15.128,15.202667,no_trade
2019-07-29,1,15.139333,15.718,no_trade
2019-07-30,1,15.526667,16.150667,no_trade
2019-07-31,0,16.200001,16.107332,no_trade
2019-08-01,0,16.176666,15.59,no_trade
2019-08-02,1,15.423333,15.622667,no_trade
2019-08-05,0,15.306667,15.221333,no_trade
2019-08-06,0,15.458667,15.383333,no_trade
2019-08-07,1,15.1,15.561333,no_trade
2019-08-08,1,15.63,15.886667,no_trade
2019-08-09,0,15.736667,15.667333,no_trade
2019-08-12,0,15.532667,15.267333,no_trade
2019-08-13,1,15.254,15.666667,no_trade
2019-08-14,0,15.414,14.641333,no_trade
2019-08-15,0,14.724,14.376,no_trade
2019-08-16,1,14.444,14.662667,no_trade
2019-08-19,1,14.947333,15.122,no_trade
2019-08-20,0,15.174667,15.057333,no_trade
2019-08-21,0,14.800667,14.722,no_trade
2019-08-22,0,14.853333,14.81,no_trade
2019-08-23,0,14.664667,14.093333,no_trade
2019-08-26,1,14.24,14.333333,no_trade
2019-08-27,0,14.382667,14.272,no_trade
2019-08-28,1,14.246,14.372667,no_trade
2019-08-29,1,14.6,14.780667,no_trade
2019-08-30,0,15.276667,15.040667,no_trade
2019-09-03,1,14.938667,15.000667,no_trade
2019-09-04,0,15.126,14.712,no_trade
2019-09-05,1,14.833333,15.305333,no_trade
2019-09-06,1,15.146667,15.163333,no_trade
2019-09-09,1,15.333333,15.452667,no_trade
2019-09-10,1,15.386667,15.702667,no_trade
2019-09-11,1,15.825333,16.473333,no_trade
2019-09-12,0,16.513332,16.391333,no_trade
2019-09-13,0,16.464001,16.346666,no_trade
2019-09-16,0,16.4,16.187332,no_trade
2019-09-17,1,16.164667,16.319332,no_trade
2019-09-18,0,16.333332,16.232668,no_trade
2019-09-19,1,16.4,16.440001,no_trade
2019-09-20,0,16.432667,16.041332,no_trade
2019-09-23,1,16.0,16.082001,no_trade
2019-09-24,0,16.101334,14.880667,no_trade
2019-09-25,1,14.970667,15.246667,no_trade
2019-09-26,1,15.377333,16.170668,no_trade
2019-09-27,0,16.146667,16.142,no_trade
2019-09-30,0,16.200001,16.058001,no_trade
2019-10-01,1,16.1,16.312668,no_trade
2019-10-02,0,16.219334,16.208668,no_trade
2019-10-03,1,15.457333,15.535333,no_trade
2019-10-04,0,15.440667,15.428667,no_trade
2019-10-07,1,15.32,15.848,no_trade
2019-10-08,1,15.724667,16.003332,no_trade
2019-10-09,1,16.087999,16.302,no_trade
2019-10-10,0,16.351999,16.316,no_trade
2019-10-11,1,16.476667,16.525999,no_trade
2019-10-14,1,16.526667,17.130667,no_trade
2019-10-15,1,17.18,17.192667,no_trade
2019-10-16,1,17.159332,17.316668,no_trade
2019-10-17,0,17.5,17.464666,no_trade
2019-10-18,0,17.379999,17.129999,no_trade
2019-10-21,0,17.222,16.9,no_trade
2019-10-22,1,16.954666,17.038668,no_trade
2019-10-23,1,16.966667,16.978666,no_trade
2019-10-24,1,19.891333,19.978666,no_trade
2019-10-25,1,19.848,21.875334,no_trade
2019-10-28,1,21.836,21.847334,no_trade
2019-10-29,0,21.332666,21.081333,no_trade
2019-10-30,1,20.866667,21.000668,no_trade
2019-10-31,1,20.873333,20.994667,no_trade
2019-11-01,0,21.087999,20.887333,no_trade
2019-11-04,1,20.986668,21.164667,no_trade
2019-11-05,0,21.308001,21.148001,no_trade
2019-11-06,1,21.200001,21.771999,no_trade
2019-11-07,1,21.942667,22.369333,no_trade
2019-11-08,1,22.299999,22.476,no_trade
2019-11-11,1,22.93,23.006001,no_trade
2019-11-12,1,23.126667,23.328667,no_trade
2019-11-13,0,23.666668,23.073999,no_trade
2019-11-14,1,23.073999,23.290001,no_trade
2019-11-15,1,23.375999,23.478001,no_trade
2019-11-18,0,23.528,23.332666,no_trade
2019-11-19,1,23.450001,23.968,no_trade
2019-11-20,0,24.0,23.481333,no_trade
2019-11-21,1,23.634001,23.655333,no_trade
2019-11-22,0,22.677334,22.202667,no_trade
2019-11-25,0,22.954666,22.422667,no_trade
2019-11-26,0,22.351334,21.927999,no_trade
2019-11-27,1,22.074667,22.086,no_trade
2019-11-29,0,22.073999,21.996,no_trade
2019-12-02,1,21.959999,22.324667,no_trade
2019-12-03,1,22.174667,22.413334,no_trade
2019-12-04,0,22.516666,22.202,no_trade
2019-12-05,0,22.188667,22.024668,no_trade
2019-12-06,1,22.333332,22.392668,no_trade
2019-12-09,1,22.439333,22.635332,no_trade
2019-12-10,1,22.664,23.256001,no_trade
2019-12-11,1,23.458668,23.513332,no_trade
2019-12-12,1,23.661333,23.978666,no_trade
2019-12-13,0,24.07,23.892668,no_trade
2019-12-16,1,24.17,25.433332,no_trade
2019-12-17,0,25.266001,25.266001,no_trade
2019-12-18,1,25.375334,26.209999,no_trade
2019-12-19,1,26.488001,26.936001,no_trade
2019-12-20,0,27.352667,27.039333,no_trade
2019-12-23,1,27.452,27.948,no_trade
2019-12-24,1,27.890667,28.35,no_trade
2019-12-26,1,28.527332,28.729334,no_trade
2019-12-27,0,29.0,28.691999,no_trade
2019-12-30,0,28.586,27.646667,no_trade
2019-12-31,1,27.0,27.888666,no_trade
2020-01-02,1,28.299999,28.684,no_trade
2020-01-03,1,29.366667,29.534,no_trade
2020-01-06,1,29.364668,30.102667,no_trade
2020-01-07,1,30.76,31.270666,no_trade
2020-01-08,1,31.58,32.809334,no_trade
2020-01-09,0,33.139999,32.089333,no_trade
2020-01-10,0,32.119331,31.876667,no_trade
2020-01-13,1,32.900002,34.990665,no_trade
2020-01-14,0,36.284,35.861332,no_trade
2020-01-15,0,35.317333,34.566666,no_trade
2020-01-16,1,32.916668,34.232666,no_trade
2020-01-17,1,33.840668,34.033333,no_trade
2020-01-21,1,35.349998,36.48,no_trade
2020-01-22,0,38.125999,37.970669,no_trade
2020-01-23,1,37.616669,38.146667,no_trade
